SITE_ID,NFI_SITE,NEAREST_TOWN,PROVINCIAL_MUNICIPALS,PUBLIC_LATTITUDE,PUBLIC_LONGITUDE,ELEVATION,PANEL,CENTER_OF_9_PANELS,ECOZONE_,WHITE_GREEN_ZONE,FOREST_MANAGEMENT_AGREEMENTS,LANDUSE_FRAMEWORK,NATIONAL_PARKS,NATURAL_REGIONS,NATURAL_SUBREGIONS,PROVINCIAL_PROTECTED_AREAS,SUSTAINABLE_RESOURCE_DEVELOPME,WATERSHEDS,WPAC
"531","1204381","Peerless Lake","Opportunity","56.744755","-114.707581","707.1751709","C",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Lower Boreal Highlands",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"532","1204386","Peerless Lake","Opportunity","56.760143","-114.332275","717.2592773","C","YES","Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Lower Boreal Highlands",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"533","1204391","Peerless Lake","Opportunity","56.668095","-114.006927","768.3383789","C",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Lower Boreal Highlands",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"534","1204396","Chipewyan Lake","Opportunity","56.689857","-113.690399","518.8555908","D",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"535","1204401","Chipewyan Lake","Opportunity","56.636044","-113.334801","528.0858154","D","YES","Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"536","1204406","Chipewyan Lake","Opportunity","56.627918","-113.014015","530.3391724","D",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Central Mixedwood",,"Waterways","Lower Athabasca","Athabasca Watershed Council"
"537","1204411","Chipewyan Lake","Opportunity","56.588074","-112.776077","510.7612915","B",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"538","1204416","Fort McMurray","Wood Buffalo","56.549435","-112.45282","503.1051025","B","YES","Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Central Mixedwood",,"Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"539","1204421","Fort McMurray","Wood Buffalo","56.50687","-112.16037","468.6134033","B",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Central Mixedwood",,"Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"540","1204426","Fort McMurray","Wood Buffalo","56.454128","-111.739182","470.2788086","E","YES","Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Central Mixedwood",,"Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"541","1204431","Anzac","Wood Buffalo","56.389679","-111.437485","481.0230103","E",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Central Mixedwood",,"Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"542","1204436","Anzac","Wood Buffalo","56.405643","-111.113083","503.7838135","E",,"Boreal PLain","Green Area",,"Lower Athabasca",,"Boreal","Central Mixedwood",,"Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"543","1204441","Anzac","Wood Buffalo","56.367294","-110.807022","450.8875122","A",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Central Mixedwood",,"Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"544","1204446","Anzac","Wood Buffalo","56.315376","-110.536407","456.7874146","A","YES","Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Central Mixedwood",,"Lac La Biche","Central Athabasca - Lower","Athabasca Watershed Council"
"545","1204451","Anzac","Wood Buffalo","56.264294","-110.207954","476.415802","A",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Central Mixedwood",,"Lac La Biche","Beaver (Alta.-Sask.)","Beaver River Watershed Alliance"
"546","1211181","Hines Creek","Clear Hills","56.933628","-119.881012","747.0170288","A",,"Boreal PLain","Green Area",,"Upper Peace",,"Boreal","Lower Boreal Highlands",,"Peace","Upper Peace","Mighty Peace Watershed Alliance"
"547","1211186","Hines Creek","Clear Hills","56.933811","-119.624046","904.2315064","C",,"Boreal PLain","Green Area",,"Upper Peace",,"Boreal","Lower Boreal Highlands",,"Peace","Upper Peace","Mighty Peace Watershed Alliance"
"548","1211191","Hines Creek","Clear Hills","56.924225","-119.280479","856.6099854","C",,"Boreal PLain","Green Area",,"Upper Peace",,"Boreal","Lower Boreal Highlands",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"549","1211196","Hines Creek","Clear Hills","56.862049","-118.939484","867.3198242","C",,"Boreal PLain","Green Area","Daishowa-Marubeni International Ltd.","Upper Peace",,"Boreal","Upper Boreal Highlands",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"550","1211201","Manning","Clear Hills","56.879425","-118.585411","788.8582764","D",,"Boreal PLain","Green Area","Daishowa-Marubeni International Ltd.","Upper Peace",,"Boreal","Lower Boreal Highlands",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"551","1211206","Manning","Clear Hills","56.874905","-118.306656","687.9017944","D",,"Boreal PLain","Green Area","Daishowa-Marubeni International Ltd.","Upper Peace",,"Boreal","Lower Boreal Highlands",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"552","1211211","Manning","Northern Lights","56.813931","-117.896324","645.6005249","D",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"553","1211216","Manning","Northern Lights","56.826778","-117.636856","527.7280884","B",,"Boreal PLain","White Area",,"Lower Peace",,"Boreal","Dry Mixedwood",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"555","1211226","Manning","Northern Sunrise","56.76223","-117.039635","564.8903198","B",,"Boreal PLain","Green Area","Daishowa-Marubeni International Ltd.","Lower Peace",,"Boreal","Dry Mixedwood",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"556","1211231","Cadotte Lake","Northern Sunrise","56.770287","-116.661446","653.9821777","E",,"Boreal PLain","Green Area","Daishowa-Marubeni International Ltd.","Lower Peace",,"Boreal","Lower Boreal Highlands",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"557","1211236","Cadotte Lake","Northern Sunrise","56.708755","-116.375343","670.8884888","E",,"Boreal PLain","Green Area","Daishowa-Marubeni International Ltd.","Lower Peace",,"Boreal","Lower Boreal Highlands",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"558","1211241","Cadotte Lake","Northern Sunrise","56.694675","-116.065811","699.0280762","E",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Lesser Slave","Central Peace - Upper","Mighty Peace Watershed Alliance"
"559","1211246","Loon Lake","Northern Sunrise","56.670578","-115.698334","608.906189","A",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"560","1211251","Loon Lake","Opportunity","56.651146","-115.323715","519.9016113","A",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"561","1211256","Loon Lake","Opportunity","56.634964","-115.017265","618.2028809","A",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"562","1211261","Peerless Lake","Opportunity","56.596901","-114.647148","690.5921021","C",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"563","1211266","Trout Lake","Opportunity","56.568848","-114.355988","703.5526123","C",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Lower Boreal Highlands",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"564","1211271","Trout Lake","Opportunity","56.529064","-114.080284","724.5147705","C",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Lower Boreal Highlands",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"565","1211276","Trout Lake","Opportunity","56.469864","-113.758064","533.3292236","D",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"566","1211281","Chipewyan Lake","Opportunity","56.437115","-113.390671","573.460083","D",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"567","1211286","Chipewyan Lake","Opportunity","56.459156","-113.105873","574.3809815","D",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Athabasca - Lower","Athabasca Watershed Council"
"568","1211291","Chipewyan Lake","Opportunity","56.398125","-112.719238","538.6818848","B",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Central Mixedwood",,"Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"569","1211296","Fort McMurray","Wood Buffalo","56.329151","-112.424896","514.1749268","B",,"Boreal PLain","Green Area",,"Lower Athabasca",,"Boreal","Central Mixedwood",,"Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"570","1211301","Fort McMurray","Wood Buffalo","56.333176","-112.122169","541.0089111","B",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Central Mixedwood",,"Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"571","1211306","Anzac","Wood Buffalo","56.272148","-111.878265","562.1707153","E",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Central Mixedwood",,"Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"572","1211311","Anzac","Wood Buffalo","56.242714","-111.523277","678.2749023","E",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Lower Boreal Highlands",,"Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"573","1211316","Anzac","Wood Buffalo","56.217773","-111.191597","723.2269287","E",,"Boreal PLain","Green Area",,"Lower Athabasca",,"Boreal","Lower Boreal Highlands","Other Provincial Protected Areas","Waterways","Central Athabasca - Lower","Athabasca Watershed Council"
"574","1211321","Anzac","Wood Buffalo","56.174919","-110.900429","574.5576782","A",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Central Mixedwood",,"Lac La Biche","Central Athabasca - Lower","Athabasca Watershed Council"
"575","1211326","Anzac","Wood Buffalo","56.109257","-110.594681","438.9501038","A",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Central Mixedwood",,"Lac La Biche","Central Athabasca - Lower","Athabasca Watershed Council"
"576","1211331","Anzac","Wood Buffalo","56.107594","-110.323669","485.765686","A",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Athabasca",,"Boreal","Central Mixedwood",,"Lac La Biche","Central Athabasca - Lower","Athabasca Watershed Council"
"577","1218061","Hines Creek","Clear Hills","56.76445","-119.965996","917.4008179","D",,"Boreal PLain","Green Area",,"Upper Peace",,"Boreal","Lower Boreal Highlands",,"Peace","Upper Peace","Mighty Peace Watershed Alliance"
"578","1218066","Hines Creek","Clear Hills","56.733891","-119.645256","1080.595947","B",,"Boreal PLain","Green Area",,"Upper Peace",,"Boreal","Upper Boreal Highlands",,"Peace","Upper Peace","Mighty Peace Watershed Alliance"
"579","1218071","Hines Creek","Clear Hills","56.731594","-119.276932","985.6986084","B",,"Boreal PLain","Green Area",,"Upper Peace",,"Boreal","Upper Boreal Highlands",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"580","1218076","Hines Creek","Clear Hills","56.700062","-118.932564","973.4987183","B",,"Boreal PLain","Green Area","Daishowa-Marubeni International Ltd.","Upper Peace",,"Boreal","Upper Boreal Highlands",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"581","1218081","Hines Creek","Clear Hills","56.693996","-118.585655","867.3369751","E",,"Boreal PLain","Green Area","Daishowa-Marubeni International Ltd.","Upper Peace",,"Boreal","Lower Boreal Highlands",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"582","1218086","Dixonville","Clear Hills","56.646046","-118.291519","736.2888184","E",,"Boreal PLain","Green Area","Daishowa-Marubeni International Ltd.","Upper Peace",,"Boreal","Lower Boreal Highlands",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"583","1218091","Dixonville","Northern Lights","56.663528","-117.947227","730.3867798","E",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Lower Boreal Highlands",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"584","1218096","Dixonville","Northern Lights","56.645885","-117.63176","649.5720825","A",,"Boreal PLain","White Area",,"Lower Peace",,"Boreal","Dry Mixedwood",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"585","1218101","Dixonville","Northern Lights","56.626186","-117.39534","597.708313","A",,"Boreal PLain","White Area",,"Lower Peace",,"Boreal","Dry Mixedwood",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"586","1218106","St. Isidore","Northern Sunrise","56.55817","-117.017921","535.12677","A",,"Boreal PLain","Green Area","Daishowa-Marubeni International Ltd.","Lower Peace",,"Boreal","Dry Mixedwood",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"587","1218111","Cadotte Lake","Northern Sunrise","56.55088","-116.733871","594.9116211","C",,"Boreal PLain","Green Area","Daishowa-Marubeni International Ltd.","Lower Peace",,"Boreal","Dry Mixedwood",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"588","1218116","Cadotte Lake","Northern Sunrise","56.568489","-116.374451","612.9144898","C",,"Boreal PLain","Green Area","Daishowa-Marubeni International Ltd.","Lower Peace",,"Boreal","Central Mixedwood",,"Peace","Central Peace - Upper","Mighty Peace Watershed Alliance"
"590","1218126","Loon Lake","Northern Sunrise","56.49427","-115.735558","579.1259155","D",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"591","1218131","Loon Lake","Northern Sunrise","56.466942","-115.390587","531.7191162","D",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"592","1218136","Loon Lake","Northern Sunrise","56.468533","-115.106476","586.1094971","D",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"593","1218141","Trout Lake","Opportunity","56.385468","-114.746071","672.1060791","B",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Lower Boreal Highlands",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"594","1218146","Trout Lake","Opportunity","56.345901","-114.465256","706.0930786","B",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Lower Boreal Highlands",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"595","1218151","Trout Lake","Opportunity","56.336475","-114.09919","643.2661743","B",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"596","1218156","Wabasca-Desmarais","Opportunity","56.316731","-113.760292","551.9838257","E",,"Boreal PLain","Green Area","Alpac Forest Products Incorporated","Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"597","1218161","Wabasca-Desmarais","Opportunity","56.274246","-113.537216","597.3880005","E",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
"598","1218166","Wabasca-Desmarais","Opportunity","56.265388","-113.185066","629.9628296","E",,"Boreal PLain","Green Area",,"Lower Peace",,"Boreal","Central Mixedwood",,"Lesser Slave","Central Peace - Lower","Mighty Peace Watershed Alliance"
